section,feature_name,display_term,term,normalized_term,canonical_term,matched_surface_terms,search_terms,source,wiki_category,wiki_url,wikidata_id,match_type,document_frequency,total_frequency,confidence_score
experiments,experiments__tokenizer,tokenizer,tokenizer,tokenizer,tokenizer,tokenizer,tokenizer,Wikidata SPARQL,natural language processing,,Q137216276,exact,2,2,0.72
introduction,introduction__training data,training data,training data,training data,training set,training data; training dataset; training set,training data; training dataset; training set,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Training_set,Q3997298,alias; exact,39,91,0.72
introduction,introduction__natural language processing,natural language processing,natural language processing,natural language processing,Natural language processing,natural language processing; nlp,natural language processing; nlp,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Natural_language_processing,Q30642,alias; exact,36,125,0.92
introduction,introduction__machine learning,machine learning,machine learning,machine learning,machine learning,machine learning; machine-learning; statistical learning,machine learning; machine-learning; statistical learning,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Machine_learning,Q2539,alias; exact; variant,35,52,0.92
introduction,introduction__question answering,question answering,question answering,question answering,question answering,question answering; question-answering,question answering; question-answering,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Question_answering,Q1074173,exact; variant,30,51,0.92
introduction,introduction__reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,reinforcement learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Reinforcement_learning,Q830687,exact,28,75,0.92
introduction,introduction__transformer,transformer,transformer,transformer,transformer,transformer; transformer architecture; transformer model; transformer models; transformers,transformer; transformer architecture; transformer model; transformer models; transformers,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Transformer_%28deep_learning%29,Q85810444,alias; alias_variant; exact,25,95,0.92
introduction,introduction__deep learning,deep learning,deep learning,deep learning,deep learning,deep learning; deep-learning,deep learning; deep-learning,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Deep_learning,Q197536,exact; variant,25,49,0.72
introduction,introduction__attention,attention,attention,attention,attention,attention; attention mechanism,attention; attention mechanism,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Attention_%28machine_learning%29,Q103701642,alias; exact,24,83,0.72
introduction,introduction__gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Gradient_descent,Q1199743,exact,24,38,0.82
introduction,introduction__BERT,BERT,BERT,bert,bidirectional encoder representations from transformers,bert,bert; bidirectional encoder representations from transformers,Wikidata SPARQL,transformer machine learning model,https://en.wikipedia.org/wiki/BERT_%28language_model%29,Q61726893,alias,23,77,0.92
introduction,introduction__embeddings,embeddings,embeddings,embeddings,embedding,embedding; embeddings,embedding; embeddings,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Embedding_%28machine_learning%29,Q133284072,alias; exact,22,116,0.72
introduction,introduction__speech recognition,speech recognition,speech recognition,speech recognition,speech recognition,asr; automatic speech recognition; speech recognition,asr; automatic speech recognition; speech recognition,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_recognition,Q189436,alias; exact,21,65,0.92
introduction,introduction__end-to-end,end-to-end,end-to-end,end-to-end,end-to-end reinforcement learning,deep rl; end-to-end; end-to-end learning,deep rl; end-to-end; end-to-end learning; end-to-end reinforcement learning,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/End-to-end_reinforcement_learning,Q30589144,alias; alias_variant,21,57,0.92
introduction,introduction__machine translation,machine translation,machine translation,machine translation,machine translation,machine translation,machine translation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Machine_translation,Q79798,exact,21,42,0.92
introduction,introduction__segmentation,segmentation,segmentation,segmentation,speech segmentation,segmentation,segmentation; speech segmentation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_segmentation,Q2266173,alias,18,49,0.76
introduction,introduction__representation learning,representation learning,representation learning,representation learning,feature learning,feature learning; representation learning,feature learning; representation learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Feature_learning,Q17013334,alias; exact,17,36,0.92
introduction,introduction__object detection,object detection,object detection,object detection,object detection,object detection; object-detection,object detection; object-detection,Wikidata SPARQL,computer vision,https://en.wikipedia.org/wiki/Object_detection,Q3045304,exact; variant,16,42,0.92
introduction,introduction__stochastic gradient descent,stochastic gradient descent,stochastic gradient descent,stochastic gradient descent,stochastic gradient descent,sgd; stochastic gradient descent,sgd; stochastic gradient descent,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Stochastic_gradient_descent,Q7617819,alias; exact,15,46,0.72
introduction,introduction__bias,bias,bias,bias,prediction bias,bias,bias; prediction bias,Wikidata SPARQL,machine learning,,Q139934379,alias,15,29,0.76
introduction,introduction__supervised learning,supervised learning,supervised learning,supervised learning,supervised learning,supervised learning; supervised machine learning,supervised learning; supervised machine learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Supervised_learning,Q334384,alias; exact,15,21,0.76
introduction,introduction__deep neural networks,deep neural networks,deep neural networks,deep neural networks,deep neural network,deep network; deep networks; deep neural network; deep neural networks; dnn,deep network; deep networks; deep neural network; deep neural networks; dnn,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Deep_neural_network,Q51289900,alias; alias_variant; exact; variant,14,44,0.92
introduction,introduction__recurrent neural networks,recurrent neural networks,recurrent neural networks,recurrent neural networks,Recurrent neural network,recurrent neural network; recurrent neural networks; rnn,recurrent neural network; recurrent neural networks; rnn,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Recurrent_neural_network,Q1457734,alias; exact; variant,13,30,0.92
introduction,introduction__GPT-3,GPT-3,GPT-3,gpt-3,GPT-3,gpt-3,gpt-3,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-3,Q95726734,variant,11,52,0.82
introduction,introduction__summarization,summarization,summarization,summarization,automatic summarization,summarization; text summarization,automatic summarization; summarization; text summarization,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Automatic_summarization,Q1394144,alias,11,32,0.92
introduction,introduction__convolutional neural networks,convolutional neural networks,convolutional neural networks,convolutional neural networks,Convolutional neural network,cnn,cellular neural network; cnn; convolutional neural network; convolutional neural networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Cellular_neural_network,Q5058375,alias,11,31,0.92
introduction,introduction__unsupervised learning,unsupervised learning,unsupervised learning,unsupervised learning,unsupervised learning,unsupervised learning,unsupervised learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Unsupervised_learning,Q1152135,exact,11,22,0.92
introduction,introduction__policy gradient,policy gradient,policy gradient,policy gradient,policy-gradient method,policy gradient; policy gradient methods,policy gradient; policy gradient methods; policy-gradient method,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/Policy_gradient_method,Q113840014,alias; variant,10,24,0.92
introduction,introduction__backpropagation,backpropagation,backpropagation,backpropagation,backpropagation,back-propagation; backpropagation,back-propagation; backpropagation,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Backpropagation,Q798503,alias_variant; exact,10,20,0.82
introduction,introduction__self-attention,self-attention,self-attention,self-attention,self-attention,self-attention,self-attention,Wikidata SPARQL,transformer machine learning model,,Q113364820,variant,10,19,0.72
introduction,introduction__GPT,GPT,GPT,gpt,generative pre-trained transformer,generative pre-trained transformer; gpt,generative pre-trained transformer; gpt,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer,Q116777014,alias; variant,10,18,0.92
introduction,introduction__parsing,parsing,parsing,parsing,parsing,parsing,parsing,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Parsing,Q194152,exact,10,10,0.76
introduction,introduction__large language models,large language models,large language models,large language models,Large language model,large language model; large language models; llm; llms,large language model; large language models; llm; llms,Wikidata SPARQL,language model,https://en.wikipedia.org/wiki/Large_language_model,Q115305900,alias; exact,9,42,0.92
introduction,introduction__learning algorithms,learning algorithms,learning algorithms,learning algorithms,machine learning algorithm,learning algorithm; learning algorithms; machine learning algorithm; machine learning algorithms,learning algorithm; learning algorithms; machine learning algorithm; machine learning algorithms,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Machine_learning_algorithm,Q110688486,alias; alias_variant; exact; variant,8,22,0.76
introduction,introduction__autoencoders,autoencoders,autoencoders,autoencoders,autoencoder,autoencoder; autoencoders,autoencoder; autoencoders,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Autoencoder,Q786435,alias; exact,8,14,0.92
introduction,introduction__diffusion models,diffusion models,diffusion models,diffusion models,diffusion model,diffusion model; diffusion models; diffusion probabilistic model; diffusion probabilistic models; text-to-image diffusion model,diffusion model; diffusion models; diffusion probabilistic model; diffusion probabilistic models; text-to-image diffusion model,Wikidata SPARQL,transformer machine learning model,https://en.wikipedia.org/wiki/Diffusion_model,Q114617315,alias; alias_variant; exact; variant,7,32,0.92
introduction,introduction__few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,few-shot learning,Wikidata SPARQL,machine learning,,Q110797734,variant,7,15,0.92
introduction,introduction__semi-supervised learning,semi-supervised learning,semi-supervised learning,semi-supervised learning,semi-supervised learning,semi-supervised learning,semi-supervised learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Semi-supervised_learning,Q1041418,variant,7,10,0.76
introduction,introduction__deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,deep reinforcement learning,Wikidata SPARQL,deep learning,https://en.wikipedia.org/wiki/Deep_reinforcement_learning,Q65079156,exact,7,9,0.92
introduction,introduction__dqn,dqn,dqn,dqn,Deep Q-Network,deep q network; deep q-network; dqn,deep q network; deep q-network; dqn,Wikidata SPARQL,artificial neural network,,Q20722857,alias; exact; variant,6,27,0.92
introduction,introduction__vision and language,vision and language,vision and language,vision and language,Vision and Language,vision and language; vision-and-language,vision and language; vision-and-language,Wikidata SPARQL,artificial intelligence,,Q111467776,exact; variant,6,23,0.92
introduction,introduction__neural machine translation,neural machine translation,neural machine translation,neural machine translation,neural machine translation,neural machine translation; nmt,neural machine translation; nmt,Wikidata SPARQL,machine translation,https://en.wikipedia.org/wiki/Neural_machine_translation,Q25053937,alias; exact,6,16,0.92
introduction,introduction__textual entailment,textual entailment,textual entailment,textual entailment,textual entailment,natural language inference; textual entailment,natural language inference; textual entailment,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Textual_entailment,Q6588467,alias; exact,6,12,0.76
introduction,introduction__visual recognition,visual recognition,visual recognition,visual recognition,optical character recognition,visual recognition,optical character recognition; visual recognition,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Optical_character_recognition,Q167555,alias,6,10,0.76
introduction,introduction__neural network models,neural network models,neural network models,neural network models,neural network model,neural network model; neural network models,neural network model; neural network models,Wikidata SPARQL,artificial neural network,,Q110404576,exact; variant,6,9,0.92
introduction,introduction__artificial intelligence,artificial intelligence,artificial intelligence,artificial intelligence,artificial intelligence model,artificial intelligence,artificial intelligence; artificial intelligence model,Wikidata SPARQL,artificial neural network,,Q117349473,alias,6,8,0.92
introduction,introduction__image recognition,image recognition,image recognition,image recognition,image recognition,image recognition,image recognition,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Image_recognition,Q28038508,exact,6,7,0.7
introduction,introduction__graph neural networks,graph neural networks,graph neural networks,graph neural networks,graph neural network,gnn; graph neural network; graph neural networks,gnn; graph neural network; graph neural networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Graph_neural_network,Q107750691,alias; exact; variant,5,33,0.92
introduction,introduction__transfer learning,transfer learning,transfer learning,transfer learning,transfer learning,inductive transfer; transfer learning; transfer-learning,inductive transfer; transfer learning; transfer-learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Transfer_learning,Q6027324,alias; exact; variant,5,25,0.92
introduction,introduction__YOLO,YOLO,YOLO,yolo,You Only Look Once,yolo,yolo; you only look once,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/You_Only_Look_Once,Q97732222,alias,5,19,0.72
introduction,introduction__feedforward neural networks,feedforward neural networks,feedforward neural networks,feedforward neural networks,feedforward neural network,feed-forward neural network; feedforward neural network; feedforward neural networks; ffn,feed-forward neural network; feedforward neural network; feedforward neural networks; ffn,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Feedforward_neural_network,Q5441227,alias; alias_variant; exact; variant,5,13,0.92
introduction,introduction__autoregressive models,autoregressive models,autoregressive models,autoregressive models,autoregressive model,ar models; autoregressive model; autoregressive models,ar models; autoregressive model; autoregressive models,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Autoregressive_model,Q2202883,alias_variant; exact; variant,5,12,0.92
introduction,introduction__self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,self-supervised learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Self-supervised_learning,Q77562367,variant,5,11,0.92
introduction,introduction__gcn,gcn,gcn,gcn,graph convolutional network,gcn; graph convolutional network; graph convolutional networks,gcn; graph convolutional network; graph convolutional networks,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Graph_convolutional_network,Q54811238,alias; exact; variant,5,10,0.92
introduction,introduction__alexnet,alexnet,alexnet,alexnet,AlexNet,alexnet,alexnet,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/AlexNet,Q28325009,exact,5,8,0.92
introduction,introduction__shapes,shapes,shapes,shapes,"Shapes, Inc.",shapes,"shapes; shapes, inc.",Wikidata SPARQL,deep learning,,Q131682206,alias,5,7,0.72
introduction,introduction__deep generative models,deep generative models,deep generative models,deep generative models,deep generative model,deep generative models,deep generative model; deep generative models,Wikidata SPARQL,generative model,,Q105342324,variant,5,6,0.92
introduction,introduction__heuristic,heuristic,heuristic,heuristic,heuristic,heuristic,heuristic,Wikidata SPARQL,artificial intelligence,https://en.wikipedia.org/wiki/Heuristic_%28computer_science%29,Q1981968,exact,5,6,0.92
introduction,introduction__roberta,roberta,roberta,roberta,RoBERTa,roberta,roberta,Wikidata SPARQL,language model,,Q85124095,exact,5,6,0.82
introduction,introduction__activation function,activation function,activation function,activation function,activation function,activation function,activation function,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Activation_function,Q4677469,exact,5,6,0.72
introduction,introduction__entity recognition,entity recognition,entity recognition,entity recognition,named-entity recognition,entity recognition; named entity recognition; ner,entity recognition; named entity recognition; named-entity recognition; ner,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Named-entity_recognition,Q403574,alias; exact,4,15,0.76
introduction,introduction__aggregation,aggregation,aggregation,aggregation,aggregation,aggregation; sentence segmentation,aggregation; sentence segmentation,Wikidata SPARQL,computational linguistics,https://en.wikipedia.org/wiki/Aggregation_%28linguistics%29,Q4692263,alias; exact,4,14,0.82
introduction,introduction__meta-learning,meta-learning,meta-learning,meta-learning,meta-learning,learning to learn; meta-learning,learning to learn; meta-learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Meta-learning_%28computer_science%29,Q6822311,alias; variant,4,13,0.92
introduction,introduction__bag-of-words,bag-of-words,bag-of-words,bag-of-words,bag-of-words model,bag of words; bag-of-words; bow,bag of words; bag-of-words; bag-of-words model; bow,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Bag-of-words_model,Q3460803,alias; alias_variant,4,12,0.82
introduction,introduction__bleu,bleu,bleu,bleu,BLEU,bilingual evaluation understudy; bleu,bilingual evaluation understudy; bleu,Wikidata SPARQL,machine translation,https://en.wikipedia.org/wiki/BLEU,Q3500773,alias; exact,4,12,0.72
introduction,introduction__optimization methods,optimization methods,optimization methods,optimization methods,optimization method,optimization method; optimization methods; optimization techniques,optimization method; optimization methods; optimization techniques,Wikidata SPARQL,machine learning,,Q112631979,alias_variant; exact; variant,4,12,0.7
introduction,introduction__word embeddings,word embeddings,word embeddings,word embeddings,word embedding,word embeddings; word vector,word embedding; word embeddings; word vector,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Word_embedding,Q18395344,alias,4,10,0.72
introduction,introduction__visual question answering,visual question answering,visual question answering,visual question answering,visual question answering,visual question answering; visual question-answering,visual question answering; visual question-answering,Wikidata SPARQL,question answering,,Q124169176,exact; variant,4,8,0.92
introduction,introduction__supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,supervised fine-tuning,sft; supervised fine-tuning; supervised finetuning,sft; supervised fine-tuning; supervised finetuning,Wikidata SPARQL,large language model,,Q118129371,alias; variant,4,6,0.72
introduction,introduction__sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,sentiment analysis,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Sentiment_analysis,Q2271421,exact,4,5,0.92
introduction,introduction__deep learning models,deep learning models,deep learning models,deep learning models,deep learning model,deep learning model; deep learning models,deep learning model; deep learning models,Wikidata SPARQL,deep learning,,Q113364611,exact; variant,4,5,0.72
introduction,introduction__masked language model,masked language model,masked language model,masked language model,masked language model,masked language model; masked language modeling; masked language models,masked language model; masked language modeling; masked language models,Wikidata SPARQL,language model,,Q24868018,alias; exact; variant,3,13,0.92
introduction,introduction__text generation,text generation,text generation,text generation,natural language generation,natural language generation; nlg; text generation,natural language generation; nlg; text generation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Natural_language_generation,Q1513879,alias; exact,3,12,0.92
introduction,introduction__seq2seq,seq2seq,seq2seq,seq2seq,sequence-to-sequence learning,seq2seq,seq2seq; sequence-to-sequence learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Seq2seq,Q41589189,alias,3,9,0.92
introduction,introduction__PaLM,PaLM,PaLM,palm,PaLM,palm,palm,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/PaLM,Q117232125,exact,3,9,0.82
introduction,introduction__distillation,distillation,distillation,distillation,knowledge distillation,distillation; knowledge distillation,distillation; knowledge distillation,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Knowledge_distillation,Q74253442,alias; exact,3,7,0.92
introduction,introduction__rlhf,rlhf,rlhf,rlhf,reinforcement learning from human feedback,rlhf,reinforcement learning from human feedback; rlhf,Wikidata SPARQL,reinforcement learning,https://en.wikipedia.org/wiki/Reinforcement_learning_from_human_feedback,Q115570683,alias,3,7,0.92
introduction,introduction__one-shot learning,one-shot learning,one-shot learning,one-shot learning,one-shot learning,one-shot learning,one-shot learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/One-shot_learning_%28computer_vision%29,Q7092335,variant,3,5,0.92
introduction,introduction__machine learning models,machine learning models,machine learning models,machine learning models,machine learning model,machine learning model; machine learning models,machine learning model; machine learning models,Wikidata SPARQL,machine learning,,Q115215420,exact; variant,3,5,0.76
introduction,introduction__ResNet,ResNet,ResNet,resnet,residual neural network,resnet,residual neural network; resnet,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Residual_neural_network,Q43744058,alias,3,4,0.92
introduction,introduction__zero-shot learning,zero-shot learning,zero-shot learning,zero-shot learning,zero-shot learning,zero-shot learning,zero-shot learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Zero-shot_learning,Q96416030,variant,3,4,0.92
introduction,introduction__feature engineering,feature engineering,feature engineering,feature engineering,feature engineering,feature engineering,feature engineering,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Feature_engineering,Q22245680,exact,3,3,0.76
introduction,introduction__pose estimation,pose estimation,pose estimation,pose estimation,pose estimation,pose estimation,pose estimation,Wikidata SPARQL,machine learning,,Q133567829,exact,3,3,0.76
introduction,introduction__GPT-4,GPT-4,GPT-4,gpt-4,GPT-4,gpt-4,gpt-4,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-4,Q116709136,variant,2,25,0.82
introduction,introduction__tts,tts,tts,tts,speech synthesis,speech synthesis; text-to-speech; tts,speech synthesis; text-to-speech; tts,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Speech_synthesis,Q16346,alias; alias_variant; exact,2,21,0.76
introduction,introduction__sentence embeddings,sentence embeddings,sentence embeddings,sentence embeddings,Sentence Embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,Wikidata SPARQL,natural language processing,,Q140197859,alias; exact,2,18,0.92
introduction,introduction__bart,bart,bart,bart,BART,bart,bart,Wikidata SPARQL,language model,,Q108212505,exact,2,14,0.82
introduction,introduction__open-domain qa,open-domain qa,open-domain qa,open-domain qa,open-domain question answering,open-domain qa; open-domain question answering; open-domain question-answering,open-domain qa; open-domain question answering; open-domain question-answering,Wikidata SPARQL,question answering,,Q121409954,alias_variant; variant,2,13,0.92
introduction,introduction__xgboost,xgboost,xgboost,xgboost,XGBoost,xgboost,xgboost,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/XGBoost,Q23793561,exact,2,11,0.72
introduction,introduction__xlnet,xlnet,xlnet,xlnet,XLNet,xlnet,xlnet,Wikidata SPARQL,language model,,Q107031747,exact,2,8,0.82
introduction,introduction__multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning,multi-task learning; multitask learning,multi-task learning; multitask learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Multi-task_learning,Q6934509,alias; variant,2,5,0.92
introduction,introduction__semantic role labeling,semantic role labeling,semantic role labeling,semantic role labeling,semantic role labeling,semantic role labeling; srl,semantic role labeling; srl,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Semantic_role_labeling,Q7449085,alias; exact,2,5,0.92
introduction,introduction__support vector machines,support vector machines,support vector machines,support vector machines,support vector machine,support vector machines; svm; svms,support vector machine; support vector machines; svm; svms,Wikidata SPARQL,classification algorithm,https://en.wikipedia.org/wiki/Support_vector_machine,Q282453,alias,2,5,0.92
introduction,introduction__wavenet,wavenet,wavenet,wavenet,Google Wavenet,wavenet,google wavenet; wavenet,Wikidata SPARQL,generative model,https://en.wikipedia.org/wiki/WaveNet,Q30315025,alias,2,5,0.82
introduction,introduction__adaptive learning,adaptive learning,adaptive learning,adaptive learning,online machine learning,adaptive learning; online learning,adaptive learning; online learning; online machine learning,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Online_machine_learning,Q7094097,alias,2,4,0.92
introduction,introduction__manifold learning,manifold learning,manifold learning,manifold learning,nonlinear dimensionality reduction,manifold learning,manifold learning; nonlinear dimensionality reduction,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Nonlinear_dimensionality_reduction,Q7049464,alias,2,4,0.92
introduction,introduction__part-of-speech tagging,part-of-speech tagging,part-of-speech tagging,part-of-speech tagging,part-of-speech tagging,part-of-speech tagging; pos tagging,part-of-speech tagging; pos tagging,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Part-of-speech_tagging,Q1271424,alias; variant,2,4,0.92
introduction,introduction__text analysis,text analysis,text analysis,text analysis,text mining,text analysis; text mining,text analysis; text mining,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Text_mining,Q676880,alias; exact,2,4,0.92
introduction,introduction__image-to-image translation,image-to-image translation,image-to-image translation,image-to-image translation,image-to-image translation,image-to-image translation,image-to-image translation,Wikidata SPARQL,machine learning,,Q45318647,variant,2,3,0.92
introduction,introduction__pattern recognition,pattern recognition,pattern recognition,pattern recognition,pattern recognition,pattern recognition,pattern recognition,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Pattern_recognition,Q378859,exact,2,3,0.92
introduction,introduction__word segmentation,word segmentation,word segmentation,word segmentation,word segmentation,word segmentation,word segmentation,Wikidata SPARQL,natural language processing,https://en.wikipedia.org/wiki/Word_segmentation,Q25394236,exact,2,3,0.76
introduction,introduction__sift,sift,sift,sift,scale-invariant feature transform,sift,scale-invariant feature transform; sift,Wikidata SPARQL,computer vision,https://en.wikipedia.org/wiki/Scale-invariant_feature_transform,Q767770,alias,2,3,0.72
introduction,introduction__GloVe,GloVe,GloVe,glove,GloVe,glove,glove,Wikidata SPARQL,word embedding,https://en.wikipedia.org/wiki/GloVe,Q22826110,exact,2,2,0.92
introduction,introduction__bard,bard,bard,bard,Gemini,bard,bard; gemini,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Gemini_%28language_model%29,Q123688361,alias,2,2,0.92
introduction,introduction__claude,claude,claude,claude,Claude,claude,claude,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Claude_%28language_model%29,Q118876059,exact,2,2,0.92
introduction,introduction__GPT-2,GPT-2,GPT-2,gpt-2,GPT-2,gpt-2,gpt-2,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/GPT-2,Q95726727,variant,2,2,0.82
introduction,introduction__bloom,bloom,bloom,bloom,BLOOM,bloom,bloom,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/BLOOM_%28language_model%29,Q113013356,exact,2,2,0.82
introduction,introduction__siamese network,siamese network,siamese network,siamese network,Siamese neural network,siamese network,siamese network; siamese neural network,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Siamese_neural_network,Q16831193,alias,2,2,0.82
introduction,introduction__mrr,mrr,mrr,mrr,mean reciprocal rank,mrr,mean reciprocal rank; mrr,Wikidata SPARQL,information retrieval,https://en.wikipedia.org/wiki/Mean_reciprocal_rank,Q3853443,alias,2,2,0.72
introduction,introduction__multi-head attention,multi-head attention,multi-head attention,multi-head attention,multi-head attention,multi-head attention,multi-head attention,Wikidata SPARQL,transformer machine learning model,,Q108750000,variant,2,2,0.7
methods,methods__embeddings,embeddings,embeddings,embeddings,embedding,embedding; embeddings,embedding; embeddings,Wikidata SPARQL,large language model,https://en.wikipedia.org/wiki/Embedding_%28machine_learning%29,Q133284072,alias; exact,39,242,0.72
methods,methods__transformer,transformer,transformer,transformer,transformer,transformer; transformer architecture; transformer model; transformer models; transformers,transformer; transformer architecture; transformer model; transformer models; transformers,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Transformer_%28deep_learning%29,Q85810444,alias; alias_variant; exact,33,170,0.92
methods,methods__attention,attention,attention,attention,attention,attention; attention mechanism,attention; attention mechanism,Wikidata SPARQL,artificial neural network,https://en.wikipedia.org/wiki/Attention_%28machine_learning%29,Q103701642,alias; exact,30,146,0.72
methods,methods__bias,bias,bias,bias,prediction bias,bias; model bias,bias; model bias; prediction bias,Wikidata SPARQL,machine learning,,Q139934379,alias,24,69,0.76
methods,methods__training data,training data,training data,training data,training set,training data; training dataset; training set,training data; training dataset; training set,Wikidata SPARQL,machine learning,https://en.wikipedia.org/wiki/Training_set,Q3997298,alias; exact,21,61,0.72
methods,methods__BERT,BERT,BERT,bert,bidirectional encoder representations from transformers,bert,bert; bidirectional encoder representations from transformers,Wikidata SPARQL,transformer machine learning model,https://en.wikipedia.org/wiki/BERT_%28language_model%29,Q61726893,alias,20,78,0.92
methods,methods__gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,gradient descent,Wikidata SPARQL,optimization algorithm,https://en.wikipedia.org/wiki/Gradient_descent,Q1199743,exact,18,25,0.82
methods,methods__self-attention,self-attention,self-attention,self-attention,self-attention,self attention; self-attention; self-attention mechanism,self attention; self-attention; self-attention mechanism,Wikidata SPARQL,transformer machine learning model,,Q113364820,alias_variant; exact; variant,16,57,0.72
